scientific_name	size_class	trophic_type	comments	trophic_type_source
Navicula digitoradiata		AU		Lagt till art utan storleksklass
Navicula directa		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Navicula distans		AU		
Navicula gregaria	1	AU		SMHI_bvol och PEG
Navicula gregaria		AU		Lagt till art utan storleksklass
Navicula meniscus		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Navicula palpebralis	1	AU		SMHI_bvol och PEG
Navicula palpebralis		AU		Lagt till art utan storleksklass
Navicula pelagica	1	AU		
Navicula pelagica	2	AU		
Navicula pelagica	3	AU		
Navicula pelagica	4	AU		
Navicula pelagica		AU		
Navicula peregrina	1	AU		SMHI_bvol och PEG
Navicula peregrina	2	AU		SMHI_bvol och PEG
Navicula peregrina	3	AU		SMHI_bvol och PEG
Navicula peregrina	4	AU		SMHI_bvol och PEG
Navicula peregrina	5	AU		
Navicula peregrina		AU		Lagt till art utan storleksklass
Navicula peregrina var. meniscus	1	AU		SMHI_bvol och PEG
Navicula peregrina var. meniscus		AU		Lagt till art utan storleksklass
Navicula peregrina var. peregrina	1	AU		SMHI_bvol och PEG
Navicula peregrina var. peregrina	2	AU		SMHI_bvol och PEG
Navicula peregrina var. peregrina	3	AU		SMHI_bvol och PEG
Navicula peregrina var. peregrina		AU		Lagt till art utan storleksklass
Navicula platystoma	1	AU		SMHI_bvol och PEG
Navicula platystoma		AU		Lagt till art utan storleksklass
Navicula reinhardtii	1	AU		SMHI_bvol och PEG
Navicula reinhardtii		AU		Lagt till art utan storleksklass
Navicula rhynchocephala	1	AU		SMHI_bvol och PEG
Navicula rhynchocephala		AU		Lagt till art utan storleksklass
Navicula transitans	1	AU		SMHI_bvol och PEG
Navicula transitans	2	AU		SMHI_bvol och PEG
Navicula transitans	3	AU		SMHI_bvol och PEG
Navicula transitans		AU		Lagt till art utan storleksklass
Navicula transitans var. derasa	1	AU		SMHI_bvol och PEG
Navicula transitans var. derasa	2	AU		SMHI_bvol och PEG
Navicula transitans var. derasa		AU		Lagt till art utan storleksklass
Navicula transitans var. derasa f. delicatula	1	AU		SMHI_bvol och PEG
Navicula transitans var. derasa f. delicatula		AU		Lagt till art utan storleksklass
Navicula transitans var. transitans	1	AU		SMHI_bvol och PEG
Navicula transitans var. transitans	2	AU		SMHI_bvol och PEG
Navicula transitans var. transitans	3	AU		SMHI_bvol och PEG
Navicula transitans var. transitans		AU		Lagt till art utan storleksklass
Navicula tripunctata	1	AU		SMHI_bvol och PEG
Navicula tripunctata		AU		Lagt till art utan storleksklass
Navicula vanhoeffenii	1	AU		SMHI_bvol och PEG
Navicula vanhoeffenii		AU		Lagt till art utan storleksklass
Navicula viridula	1	AU		SMHI_bvol och PEG
Navicula viridula		AU		Lagt till art utan storleksklass
Navicula viridula var. viridula	1	AU		SMHI_bvol och PEG
Navicula viridula var. viridula		AU		Lagt till art utan storleksklass
Neglectella solitaria	1	AU		SMHI_bvol och PEG
Neglectella solitaria	2	AU		SMHI_bvol och PEG
Neglectella solitaria	3	AU		SMHI_bvol och PEG
Neglectella solitaria	4	AU		SMHI_bvol och PEG
Neglectella solitaria	5	AU		SMHI_bvol och PEG
Neglectella solitaria	6	AU		SMHI_bvol och PEG
Neglectella solitaria		AU		Lagt till art utan storleksklass
Nematodinium armatum		HT		
Nematodinium armatum	1	HT		
Nematodinium armatum	2	HT		
Nematopsides vigilans	1	HT		SMHI_bvol och PEG
Nematopsides vigilans	2	HT		SMHI_bvol och PEG
Nematopsides vigilans		HT		Lagt till art utan storleksklass
Neocalyptrella robusta	1	AU		SMHI_bvol och PEG
Neocalyptrella robusta		AU		Lagt till art utan storleksklass
Neocalyptrella robusta	2	AU		
Neocystis ovalis	1	AU		SMHI_bvol och PEG
Neocystis ovalis	2	AU		SMHI_bvol och PEG
Neocystis ovalis		AU		Lagt till art utan storleksklass
Nephrochlamys rostrata	1	AU		SMHI_bvol och PEG
Nephrochlamys rostrata		AU		Lagt till art utan storleksklass
Nephrocytium		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Nephroselmis	1	AU		SMHI_bvol och PEG
Nephroselmis		AU		Lagt till art utan storleksklass
Nephroselmis	2	AU		
Nephroselmis olivacea	1	AU		PEG_BVOL_2020
Nephroselmis olivacea		AU		Lagt till art utan storleksklass
Nephroselmis pyriformis		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Nephroselmis rotunda		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Nitzschia	1	AU		SMHI_bvol och PEG
Nitzschia	2	AU		SMHI_bvol och PEG
Nitzschia	3	AU		SMHI_bvol och PEG
Nitzschia	4	AU		SMHI_bvol och PEG
Nitzschia	5	AU		SMHI_bvol och PEG
Nitzschia	6	AU		SMHI_bvol och PEG
Nitzschia	7	AU		SMHI_bvol och PEG
Nitzschia	8	AU		SMHI_bvol och PEG
Nitzschia	9	AU		SMHI_bvol och PEG
Nitzschia	10	AU		SMHI_bvol och PEG
Nitzschia	11	AU		SMHI_bvol och PEG
Nitzschia	12	AU		SMHI_bvol och PEG
Nitzschia	13	AU		SMHI_bvol och PEG
Nitzschia	14	AU		SMHI_bvol och PEG
Nitzschia		AU		Lagt till art utan storleksklass
Nitzschia acicularis	1	AU		SMHI_bvol och PEG
Nitzschia acicularis	2	AU		SMHI_bvol och PEG
Nitzschia acicularis	3	AU		SMHI_bvol och PEG
Nitzschia acicularis		AU		Lagt till art utan storleksklass
Nitzschia acicularis var. acicularis	1	AU		SMHI_bvol och PEG
Nitzschia acicularis var. acicularis	2	AU		SMHI_bvol och PEG
Nitzschia acicularis var. acicularis	3	AU		SMHI_bvol och PEG
Nitzschia acicularis var. acicularis		AU		Lagt till art utan storleksklass
Nitzschia acicularis var. closterioides	1	AU		SMHI_bvol och PEG
Nitzschia acicularis var. closterioides		AU		Lagt till art utan storleksklass
Nitzschia frigida	1	AU		SMHI_bvol och PEG
Nitzschia frigida	2	AU		SMHI_bvol och PEG
Nitzschia frigida	3	AU		
Nitzschia frigida	4	AU		
Nitzschia frigida		AU		Lagt till art utan storleksklass
Nitzschia holsatica	1	AU		
Nitzschia holsatica	2	AU		
Nitzschia holsatica		AU		
Nitzschia intermedia	1	AU		SMHI_bvol och PEG
Nitzschia intermedia		AU		Lagt till art utan storleksklass
Nitzschia longissima	1	AU		SMHI_bvol och PEG
Nitzschia longissima	2	AU		SMHI_bvol och PEG
Nitzschia longissima	3	AU		SMHI_bvol och PEG
Nitzschia longissima	4	AU		SMHI_bvol och PEG
Nitzschia longissima	5	AU		
Nitzschia longissima	6	AU		
Nitzschia longissima	7	AU		
Nitzschia longissima	8	AU		
Nitzschia longissima		AU		Lagt till art utan storleksklass
Nitzschia paleacea	1	AU		SMHI_bvol och PEG
Nitzschia paleacea		AU		Lagt till art utan storleksklass
Nitzschia sigmoidea	1	AU		SMHI_bvol och PEG
Nitzschia sigmoidea	2	AU		SMHI_bvol och PEG
Nitzschia sigmoidea		AU		Lagt till art utan storleksklass
Nitzschia vitrea	1	AU		SMHI_bvol och PEG
Nitzschia vitrea		AU		Lagt till art utan storleksklass
Noctiluca		HT		Arter i sharkweb som inte finns PEG/SMHI listan
Noctiluca scintillans	1	HT		SMHI_bvol och PEG
Noctiluca scintillans	2	HT		SMHI_bvol och PEG
Noctiluca scintillans	3	HT		SMHI_bvol och PEG
Noctiluca scintillans	4	HT		SMHI_bvol och PEG
Noctiluca scintillans	5	HT		SMHI_bvol och PEG
Noctiluca scintillans	6	HT		SMHI_bvol och PEG
Noctiluca scintillans		HT		Lagt till art utan storleksklass
Nodularia	1	AU		SMHI_bvol och PEG
Nodularia	2	AU		SMHI_bvol och PEG
Nodularia	3	AU		SMHI_bvol och PEG
Nodularia	4	AU		SMHI_bvol och PEG
Nodularia		AU		Lagt till art utan storleksklass
Nodularia baltica	1	AU		SMHI_bvol och PEG
Nodularia baltica		AU		Lagt till art utan storleksklass
Nodularia harveyana	1	AU		SMHI_bvol och PEG
Nodularia harveyana		AU		Lagt till art utan storleksklass
Nodularia litorea	1	AU		SMHI_bvol och PEG
Nodularia litorea		AU		Lagt till art utan storleksklass
Nodularia spumigena	1	AU		SMHI_bvol och PEG
Nodularia spumigena	2	AU		SMHI_bvol och PEG
Nodularia spumigena	3	AU		SMHI_bvol och PEG
Nodularia spumigena	4	AU		SMHI_bvol och PEG
Nodularia spumigena		AU		Lagt till art utan storleksklass
Oblea		HT		Arter i sharkweb som inte finns PEG/SMHI listan
Oblea rotunda	1	HT		SMHI_bvol och PEG
Oblea rotunda	2	HT		SMHI_bvol och PEG
Oblea rotunda	3	HT		SMHI_bvol och PEG
Oblea rotunda	4	HT		SMHI_bvol och PEG
Oblea rotunda	5	HT		SMHI_bvol och PEG
Oblea rotunda		HT		Lagt till art utan storleksklass
Oblea rotunda		HT		Lagt till art utan storleksklass
Ochromonadales	1	MX		SMHI_bvol och PEG
Ochromonadales	2	MX		SMHI_bvol och PEG
Ochromonadales		MX		
Ochromonas	1	MX		SMHI_bvol och PEG
Ochromonas		MX		Lagt till art utan storleksklass
Octactis speculum	1	AU		PEG_BVOL_2020
Octactis speculum	2	AU		PEG_BVOL_2020
Octactis speculum	3	AU		PEG_BVOL_2020
Octactis speculum	4	AU		PEG_BVOL_2020
Octactis speculum	5	AU		PEG_BVOL_2020
Octactis speculum	6	AU		PEG_BVOL_2020
Octactis speculum	7	AU		PEG_BVOL_2020
Octactis speculum	8	AU		PEG_BVOL_2020
Octactis speculum		AU		Lagt till art utan storleksklass
Odontella		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Odontella aurita	1	AU		SMHI_bvol och PEG
Odontella aurita		AU		Lagt till art utan storleksklass
Odontella mobiliensis	1	AU		SMHI_bvol och PEG
Odontella mobiliensis		AU		Lagt till art utan storleksklass
Odontella regia	1	AU		Arter i sharkweb som inte finns PEG/SMHI listan
Odontella regia		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Odontella sinensis	1	AU		SMHI_bvol och PEG
Odontella sinensis		AU		Lagt till art utan storleksklass
Oedogonium		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Ollicola vangoorii	1	AU		SMHI_bvol och PEG
Ollicola vangoorii		AU		Lagt till art utan storleksklass
Oltmannsiellopsis	1	AU		SMHI_bvol och PEG
Oltmannsiellopsis		AU		Lagt till art utan storleksklass
Oocystis	1	AU		SMHI_bvol och PEG
Oocystis	2	AU		SMHI_bvol och PEG
Oocystis	3	AU		SMHI_bvol och PEG
Oocystis	4	AU		SMHI_bvol och PEG
Oocystis		AU		Lagt till art utan storleksklass
Oocystis borgei	1	AU		SMHI_bvol och PEG
Oocystis borgei	2	AU		SMHI_bvol och PEG
Oocystis borgei	3	AU		SMHI_bvol och PEG
Oocystis borgei	4	AU		SMHI_bvol och PEG
Oocystis borgei		AU		Lagt till art utan storleksklass
Oocystis elliptica		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Oocystis elliptica		AU		
Oocystis lacustris	1	AU		SMHI_bvol och PEG
Oocystis lacustris	2	AU		SMHI_bvol och PEG
Oocystis lacustris	3	AU		SMHI_bvol och PEG
Oocystis lacustris	4	AU		SMHI_bvol och PEG
Oocystis lacustris	5	AU		SMHI_bvol och PEG
Oocystis lacustris	6	AU		SMHI_bvol och PEG
Oocystis lacustris		AU		Lagt till art utan storleksklass
Oocystis naegelii	1	AU		SMHI_bvol och PEG
Oocystis naegelii	2	AU		SMHI_bvol och PEG
Oocystis naegelii	3	AU		SMHI_bvol och PEG
Oocystis naegelii	4	AU		SMHI_bvol och PEG
Oocystis naegelii		AU		Lagt till art utan storleksklass
Oocystis parva	1	AU		SMHI_bvol och PEG
Oocystis parva	2	AU		SMHI_bvol och PEG
Oocystis parva		AU		Lagt till art utan storleksklass
Oocystis pelagica	1	AU		SMHI_bvol och PEG
Oocystis pelagica		AU		Lagt till art utan storleksklass
Oocystis rhomboidea	1	AU		SMHI_bvol och PEG
Oocystis rhomboidea		AU		Lagt till art utan storleksklass
Oocystis submarina	1	AU		SMHI_bvol och PEG
Oocystis submarina	2	AU		SMHI_bvol och PEG
Oocystis submarina	3	AU		SMHI_bvol och PEG
Oocystis submarina		AU		Lagt till art utan storleksklass
Ophiaster hydroideus	1	AU		
Ophiaster hydroideus		AU		
Oscillatoria		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Oscillatoria chlorina	1	AU		SMHI_bvol och PEG
Oscillatoria chlorina		AU		Lagt till art utan storleksklass
Oscillatoria limosa	1	AU		SMHI_bvol och PEG
Oscillatoria limosa	2	AU		SMHI_bvol och PEG
Oscillatoria limosa	3	AU		SMHI_bvol och PEG
Oscillatoria limosa		AU		Lagt till art utan storleksklass
Oscillatoriales	1	AU		SMHI_bvol och PEG
Oscillatoriales	2	AU		SMHI_bvol och PEG
Oscillatoriales	3	AU		SMHI_bvol och PEG
Oscillatoriales	4	AU		SMHI_bvol och PEG
Oscillatoriales	5	AU		SMHI_bvol och PEG
Oscillatoriales	6	AU		SMHI_bvol och PEG
Oscillatoriales	7	AU		SMHI_bvol och PEG
Oscillatoriales		AU		Lagt till art utan storleksklass
Oscillatoriales	8	AU		
Oscillatoriales	9	AU		
Others		NS		
Oxyrrhis marina	1	HT		SMHI_bvol och PEG
Oxyrrhis marina		HT		Lagt till art utan storleksklass
Oxytoxum	1	AU		SMHI_bvol och PEG
Oxytoxum		AU		Lagt till art utan storleksklass
Oxytoxum criophilum	1	AU		SMHI_bvol och PEG
Oxytoxum criophilum		AU		Lagt till art utan storleksklass
Oxytoxum gracile	1	AU		SMHI_bvol och PEG
Oxytoxum gracile		AU		Lagt till art utan storleksklass
Oxytoxum laticeps	1	AU		
Oxytoxum laticeps		AU		
Oxytoxum scolopax		AU		
Oxytoxum variabile	1	AU		
Oxytoxum variabile		AU		
Pachysphaera	1	AU		SMHI_bvol och PEG
Pachysphaera	2	AU		SMHI_bvol och PEG
Pachysphaera		AU		Lagt till art utan storleksklass
Pandorina morum	1	AU		SMHI_bvol och PEG
Pandorina morum	2	AU		SMHI_bvol och PEG
Pandorina morum	3	AU		SMHI_bvol och PEG
Pandorina morum	4	AU		SMHI_bvol och PEG
Pandorina morum	5	AU		SMHI_bvol och PEG
Pandorina morum	6	AU		SMHI_bvol och PEG
Pandorina morum	7	AU		SMHI_bvol och PEG
Pandorina morum	8	AU		SMHI_bvol och PEG
Pandorina morum	9	AU		SMHI_bvol och PEG
Pandorina morum	10	AU		SMHI_bvol och PEG
Pandorina morum	11	AU		SMHI_bvol och PEG
Pandorina morum	12	AU		SMHI_bvol och PEG
Pandorina morum	13	AU		SMHI_bvol och PEG
Pandorina morum	14	AU		SMHI_bvol och PEG
Pandorina morum	15	AU		SMHI_bvol och PEG
Pandorina morum	16	AU		SMHI_bvol och PEG
Pandorina morum	17	AU		SMHI_bvol och PEG
Pandorina morum	18	AU		SMHI_bvol och PEG
Pandorina morum	19	AU		SMHI_bvol och PEG
Pandorina morum	20	AU		SMHI_bvol och PEG
Pandorina morum	21	AU		SMHI_bvol och PEG
Pandorina morum		AU		Lagt till art utan storleksklass
Pandorina morum	22	AU		
Pandorina morum	23	AU		
Pandorina morum	24	AU		
Pandorina morum	25	AU		
Pandorina morum	26	AU		
Pandorina morum	27	AU		
Pandorina morum	28	AU		
Pandorina morum	29	AU		
Pandorina morum	30	AU		
Pandorina morum	31	AU		
Pandorina morum	32	AU		
Pandorina morum	33	AU		
Pandorina morum	34	AU		
Pandorina morum	35	AU		
Pandorina morum	36	AU		
Pandorina morum	37	AU		
Pandorina morum	38	AU		
Pandorina morum	39	AU		
Pandorina morum	40	AU		
Pandorina morum	41	AU		
Pandorina morum	42	AU		
Pannus	1	AU		SMHI_bvol och PEG
Pannus	2	AU		SMHI_bvol och PEG
Pannus	3	AU		SMHI_bvol och PEG
Pannus		AU		Lagt till art utan storleksklass
Pannus spumosus	1	AU		SMHI_bvol och PEG
Pannus spumosus	2	AU		SMHI_bvol och PEG
Pannus spumosus	3	AU		SMHI_bvol och PEG
Pannus spumosus		AU		Lagt till art utan storleksklass
Parafavella		HT		
Parafavella denticulata		HT		
Parafavella denticulata	1	HT		
Paralia sulcata	1	AU		SMHI_bvol och PEG
Paralia sulcata		AU		Lagt till art utan storleksklass
Parapediastrum biradiatum	1	AU		SMHI_bvol och PEG
Parapediastrum biradiatum	2	AU		SMHI_bvol och PEG
Parapediastrum biradiatum		AU		Lagt till art utan storleksklass
Paraphysomonas	1	HT		SMHI_bvol och PEG
Paraphysomonas	2	HT		SMHI_bvol och PEG
Paraphysomonas		HT		Lagt till art utan storleksklass
Parvicorbicula		HT		Arter i sharkweb som inte finns PEG/SMHI listan
Pauliella taeniata	1	AU		Arter i sharkweb som inte finns PEG/SMHI listan
Pauliella taeniata	2	AU		Arter i sharkweb som inte finns PEG/SMHI listan
Pauliella taeniata	2	AU		Arter i sharkweb som inte finns PEG/SMHI listan
Pauliella taeniata	3	AU		Arter i sharkweb som inte finns PEG/SMHI listan
Pauliella taeniata	4	AU		Arter i sharkweb som inte finns PEG/SMHI listan
Pauliella taeniata	5	AU		Arter i sharkweb som inte finns PEG/SMHI listan
Pauliella taeniata	6	AU		Arter i sharkweb som inte finns PEG/SMHI listan
Pauliella taeniata	7	AU		Arter i sharkweb som inte finns PEG/SMHI listan
Pauliella taeniata	8	AU		Arter i sharkweb som inte finns PEG/SMHI listan
Pauliella taeniata	9	AU		Arter i sharkweb som inte finns PEG/SMHI listan
Pauliella taeniata	10	AU		Arter i sharkweb som inte finns PEG/SMHI listan
Pauliella taeniata	11	AU		Arter i sharkweb som inte finns PEG/SMHI listan
Pauliella taeniata	13	AU		
Pauliella taeniata	14	AU		
Pauliella taeniata	15	AU		
Pauliella taeniata	16	AU		
Pauliella taeniata	17	AU		
Pauliella taeniata	18	AU		
Pauliella taeniata	19	AU		
Pauliella taeniata	20	AU		
Pauliella taeniata	21	AU		
Pauliella taeniata	22	AU		
Pauliella taeniata	23	AU		
Pauliella taeniata	24	AU		
Pauliella taeniata	25	AU		
Pauliella taeniata	26	AU		
Pauliella taeniata	27	AU		
Pauliella taeniata	28	AU		
Pauliella taeniata	29	AU		
Pauliella taeniata	30	AU		
Pauliella taeniata	31	AU		
Pauliella taeniata	32	AU		
Pauliella taeniata	33	AU		
Pauliella taeniata	34	AU		
Pauliella taeniata	35	AU		
Pauliella taeniata	36	AU		
Pauliella taeniata	37	AU		
Pauliella taeniata	38	AU		
Pauliella taeniata		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Paulinella ovalis	1	HT		SMHI_bvol
Paulinella ovalis		HT		
Pavlova	1	AU		SMHI_bvol och PEG
Pavlova		AU		Lagt till art utan storleksklass
Pediastrum		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Pediastrum angulosum	1	AU		SMHI_bvol och PEG
Pediastrum angulosum		AU		Lagt till art utan storleksklass
Pediastrum angulosum var. angulosum	1	AU		SMHI_bvol och PEG
Pediastrum angulosum var. angulosum		AU		Lagt till art utan storleksklass
Pediastrum boryanum var. boryanum	1	AU		SMHI_bvol och PEG
Pediastrum boryanum var. boryanum	2	AU		SMHI_bvol och PEG
Pediastrum boryanum var. boryanum	3	AU		SMHI_bvol och PEG
Pediastrum boryanum var. boryanum	4	AU		SMHI_bvol och PEG
Pediastrum boryanum var. boryanum	5	AU		SMHI_bvol och PEG
Pediastrum boryanum var. boryanum	6	AU		SMHI_bvol och PEG
Pediastrum boryanum var. boryanum		AU		Lagt till art utan storleksklass
Pediastrum boryanum var. longicorne	1	AU		SMHI_bvol och PEG
Pediastrum boryanum var. longicorne		AU		Lagt till art utan storleksklass
Pediastrum duplex	1	AU		SMHI_bvol och PEG
Pediastrum duplex	2	AU		SMHI_bvol och PEG
Pediastrum duplex	3	AU		SMHI_bvol och PEG
Pediastrum duplex	4	AU		SMHI_bvol och PEG
Pediastrum duplex	5	AU		SMHI_bvol och PEG
Pediastrum duplex	6	AU		SMHI_bvol och PEG
Pediastrum duplex	7	AU		SMHI_bvol och PEG
Pediastrum duplex	8	AU		SMHI_bvol och PEG
Pediastrum duplex	9	AU		SMHI_bvol och PEG
Pediastrum duplex	10	AU		SMHI_bvol och PEG
Pediastrum duplex	11	AU		SMHI_bvol och PEG
Pediastrum duplex	12	AU		
Pediastrum duplex	13	AU		
Pediastrum duplex		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Pediastrum duplex var. duplex	1	AU		SMHI_bvol och PEG
Pediastrum duplex var. duplex	2	AU		SMHI_bvol och PEG
Pediastrum duplex var. duplex	3	AU		SMHI_bvol och PEG
Pediastrum duplex var. duplex	4	AU		SMHI_bvol och PEG
Pediastrum duplex var. duplex	5	AU		SMHI_bvol och PEG
Pediastrum duplex var. duplex	6	AU		SMHI_bvol och PEG
Pediastrum duplex var. duplex	7	AU		SMHI_bvol och PEG
Pediastrum duplex var. duplex	8	AU		SMHI_bvol och PEG
Pediastrum duplex var. duplex	9	AU		SMHI_bvol och PEG
Pediastrum duplex var. duplex	10	AU		SMHI_bvol och PEG
Pediastrum duplex var. duplex	11	AU		SMHI_bvol och PEG
Pediastrum duplex var. duplex	12	AU		
Pediastrum duplex var. duplex		AU		Lagt till art utan storleksklass
Pediastrum integrum	1	AU		SMHI_bvol och PEG
Pediastrum integrum		AU		
Pediastrum privum		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Pediastrum tetras	1	AU		
Pediastrum tetras		AU		
Pedinella hexacostata		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Pedinellales		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Pelagostrobilidium epacrum		HT		
Pelagostrobilidium spirale	1	HT		
Pelagostrobilidium spirale		HT		
Penium		AU		
Pennales	1	AU		SMHI_bvol och PEG
Pennales	2	AU		SMHI_bvol och PEG
Pennales	3	AU		SMHI_bvol och PEG
Pennales	4	AU		SMHI_bvol och PEG
Pennales	5	AU		SMHI_bvol och PEG
Pennales	6	AU		SMHI_bvol och PEG
Pennales	7	AU		SMHI_bvol och PEG
Pennales	8	AU		SMHI_bvol och PEG
Pennales	9	AU		SMHI_bvol och PEG
Pennales	10	AU		SMHI_bvol och PEG
Pennales	11	AU		SMHI_bvol och PEG
Pennales	12	AU		SMHI_bvol och PEG
Pennales	13	AU		SMHI_bvol och PEG
Pennales	14	AU		SMHI_bvol och PEG
Pennales	15	AU		SMHI_bvol och PEG
Pennales	16	AU		SMHI_bvol och PEG
Pennales	17	AU		SMHI_bvol och PEG
Pennales	18	AU		SMHI_bvol och PEG
Pennales	19	AU		SMHI_bvol och PEG
Pennales	20	AU		SMHI_bvol och PEG
Pennales	21	AU		SMHI_bvol och PEG
Pennales	22	AU		SMHI_bvol och PEG
Pennales	23	AU		SMHI_bvol och PEG
Pennales	24	AU		SMHI_bvol och PEG
Pennales	25	AU		PEG_BVOL_2020
Pennales	26	AU		PEG_BVOL_2020
Pennales	27	AU		PEG_BVOL_2020
Pennales	28	AU		
Pennales	29	AU		
Pennales	30	AU		
Pennales	31	AU		
Pennales		AU		Lagt till art utan storleksklass
Pentapharsodinium		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Pentapharsodinium dalei	1	AU		SMHI_bvol och PEG
Pentapharsodinium dalei	2	AU		SMHI_bvol och PEG
Pentapharsodinium dalei	3	AU		SMHI_bvol och PEG
Pentapharsodinium dalei		AU		Lagt till art utan storleksklass
Peridiniales	1	AU		SMHI_bvol och PEG
Peridiniales	2	AU		SMHI_bvol och PEG
Peridiniales	3	AU		SMHI_bvol och PEG
Peridiniales	4	AU		SMHI_bvol och PEG
Peridiniales	5	AU		SMHI_bvol och PEG
Peridiniales	6	AU		SMHI_bvol och PEG
Peridiniales	7	AU		SMHI_bvol och PEG
Peridiniales	8	AU		SMHI_bvol och PEG
Peridiniales	9	AU		SMHI_bvol och PEG
Peridiniales	10	AU		SMHI_bvol och PEG
Peridiniales	11	AU		SMHI_bvol och PEG
Peridiniales	12	AU		SMHI_bvol och PEG
Peridiniales	13	AU		SMHI_bvol och PEG
Peridiniales	14	AU		SMHI_bvol och PEG
Peridiniales	15	AU		SMHI_bvol och PEG
Peridiniales	16	AU		SMHI_bvol och PEG
Peridiniales	17	AU		SMHI_bvol och PEG
Peridiniales	18	AU		SMHI_bvol och PEG
Peridiniales	19	AU		SMHI_bvol och PEG
Peridiniales	20	AU		SMHI_bvol och PEG
Peridiniales	21	AU		SMHI_bvol och PEG
Peridiniales	22	AU		SMHI_bvol och PEG
Peridiniales	23	AU		SMHI_bvol och PEG
Peridiniales	24	AU		SMHI_bvol och PEG
Peridiniales	51	HT		SMHI_bvol och PEG
Peridiniales	52	HT		SMHI_bvol och PEG
Peridiniales	53	HT		SMHI_bvol och PEG
Peridiniales	54	HT		SMHI_bvol och PEG
Peridiniales	55	HT		SMHI_bvol och PEG
Peridiniales	56	HT		SMHI_bvol och PEG
Peridiniales	57	HT		SMHI_bvol och PEG
